OSC Address	Type	Default value	Has Range	Range Minimum	Range Maximum
/source3/reverbEnable	i (boolean)	false	n	-	-
/source3/reverbFb1	f	0.9	y	0	1
/source3/reverbFb2	f	0.7	y	0	1
/source3/reverbMode	enum	0	n	-	-
/source3/reverbSpread	f	0.2	y	0	1
/source3/rotationAngleAxis	f f f f	0	n	-	-
/source3/rotationMode	enum	0	n	-	-
/source3/shake/duration	f	1000	y	0	10000
/source3/shake/field	f f f	10	n	-	-
/source3/shake/reset	i (boolean)	false	n	-	-
/source3/shake/scale	f	1	y	0	10
/source3/shake/trigger	i (boolean)	false	n	-	-
/source3/shakeEnable	i (boolean)	true	n	-	-
/source3/shape/dimensions	f f f	1	n	-	-
/source3/shape/fillMode	enum	0	n	-	-
/source3/shape/hollow	i (boolean)	false	n	-	-
/source3/shape/latticeSpacing	f	1	y	0.05	10
/source3/shape/resolution	i	1	y	1	10
/source3/shape/scale	f	1	y	0	10
/source3/shape/speed	f	1	y	-10	10
/source3/shape/type	enum	0	n	-	-
/source3/shapeVisualization/visible	i (boolean)	true	n	-	-
/source3/shapes/archimedeanSpiral/a	f	0.2	y	0	1
/source3/shapes/archimedeanSpiral/b	f	0	y	0	1
/source3/shapes/circleTorus/a	f	1	y	0	2
/source3/shapes/helix/a	f	1	y	0	1
/source3/shapes/helix/b	f	0.1	y	0	1
/source3/shapes/helix/c	f	0.9	y	0	1
/source3/shapes/pythonTest/happy	f	1	y	-1	1
/source3/shapes/spiralTorus/a	f	1	y	0	10
/source3/shapes/spiralTorus/b	f	1	y	0	10
/source3/shapes/spiralTorus/c	f	1	y	0	10
/source3/shapes/tripleSpiral/a	f	0.2	y	0	1
/source3/shapes/tripleSpiral/b	f	0	y	0	1
/source3/spasm/duration	f	1000	y	0	10000
/source3/spasm/field	f f f	10	n	-	-
/source3/spasm/reset	i (boolean)	false	n	-	-
/source3/spasm/scale	f	1	y	0	10
/source3/spasm/steps	i	7	y	1	100
/source3/spasm/trigger	i (boolean)	false	n	-	-
/source3/spasmEnable	i (boolean)	true	n	-	-
/source3/spatialdelayDrywet	f	0	y	0	1
/source3/spatialdelayEnable	i (boolean)	false	n	-	-
/source3/spatialdelayFeedback	f	0	y	0	0.99
/source3/spatialdelaySmooth	f	0.05	y	0	1
/source3/spatialdelayTimeDistanceScale	f	20	y	0	100
/source3/spatialdelayTimeDopplerScale	f	20	y	0	100
/source3/spatialdelayTimeNoiseDepth	f	0	y	0	1
/source3/spatialdelayTimeNoiseSpeed	f	1	y	0	100
/source3/spatialdelayTimePeripheralScale	f	20	y	0	100
/source3/spatialdelayTimeRandomPatternScale	f	20	y	0	100
/source3/spatialdelayTimeRandomValueTrigger	i (boolean)	false	n	-	-
/source3/transformations/global1Enable	i (boolean)	false	n	-	-
/source3/transformations/global2Enable	i (boolean)	false	n	-	-
/source3/transformations/global3Enable	i (boolean)	false	n	-	-
/source3/transformations/source1Enable	i (boolean)	false	n	-	-
/source3/transformations/source2Enable	i (boolean)	false	n	-	-
/source3/transformations/source4Enable	i (boolean)	false	n	-	-
/source3/vantagePoint	f f f	0	n	-	-
/source4/anchorPoint	f f f	0	n	-	-
/source4/axesHelper/visible	i (boolean)	true	n	-	-
/source4/color	f f f	0	y	0	1
/source4/distanceDampingCurvature	f	-0.4	y	-1	1
/source4/distanceDampingEnable	i (boolean)	false	n	-	-
/source4/distanceDampingThreshold	f	100	y	0.001	1000
/source4/distanceIntensityCurvature	f	-0.4	y	-1	1
/source4/distanceIntensityEnable	i (boolean)	false	n	-	-
/source4/distanceIntensityThreshold	f	100	y	0.001	1000
/source4/distanceReverbCurvature	f	-0.4	y	-1	1
/source4/distanceReverbThreshold	f	100	y	0.001	1000
/source4/dryGain	f	1	y	0	1
/source4/elevationFilterAboveContrast	f	1	y	0	1
/source4/elevationFilterAboveCurvature	f	0.4	y	-1	1
/source4/elevationFilterAboveEnable	i (boolean)	false	n	-	-
/source4/elevationFilterAboveThreshold	f	100	y	0.001	1000
/source4/elevationFilterBelowContrast	f	1	y	0	1
/source4/elevationFilterBelowCurvature	f	0.4	y	-1	1
/source4/elevationFilterBelowEnable	i (boolean)	false	n	-	-
/source4/elevationFilterBelowThreshold	f	100	y	0.001	1000
/source4/externalInputChannel	i	1	y	1	64
/source4/externalInputEnable	i (boolean)	true	n	-	-
/source4/follow	enum	0	n	-	-
/source4/granulatorAmplitude	f	1	y	0	10
/source4/granulatorAmplitudeDev	f	0	y	0	1
/source4/granulatorAttackDecay	f	0	y	0	100
/source4/granulatorDensity	f	1	y	0.2	50
/source4/granulatorDetune	f	0	y	0	0.5
/source4/granulatorDiffusion	f	10	y	1	2000
/source4/granulatorDrywet	f	0	y	0	1
/source4/granulatorDuration	f	50	y	5	5000
/source4/granulatorEnable	i (boolean)	false	n	-	-
/source4/granulatorIrregularity	f	1	y	0	2
/source4/granulatorPitch	f	1	y	0.5	2
/source4/granulatorShape	enum	0	n	-	-
/source4/granulatorTranspose	f	0	y	-24	24
/source4/grids/satellites/articulation	f	0	y	-1	1
/source4/grids/satellites/boostLevel	f	0	y	0	1
/source4/grids/satellites/level	f	1	y	0	1
/source4/grids/satellites/orthogonalProjection	i (boolean)	false	n	-	-
/source4/grids/satellites/projectionPoint	f f f	0	n	-	-
/source4/hue	f	0	y	0	360
/source4/inputDistanceIntensityCurvature	f	0	y	-1	1
/source4/inputDistanceIntensityEnable	i (boolean)	false	n	-	-
/source4/inputDistanceIntensityThreshold	f	100	y	0	1000
/source4/inputGain	f	1	y	0	1
/source4/inputPosition	f f f	0	n	-	-
/source4/inputRotation	f f f	0	y	-360	360
/source4/invertX	i (boolean)	false	n	-	-
/source4/invertY	i (boolean)	false	n	-	-
/source4/invertZ	i (boolean)	false	n	-	-
/source4/modulationEnable	i (boolean)	false	n	-	-
/source4/modulationScale	f	1	y	0	100
/source4/modulationSpeed	f	0	y	0	20
/source4/modulationXDepth	f	1	y	0	100
/source4/modulationXEnable	i (boolean)	false	n	-	-
/source4/modulationXFrequency	f	1	y	0	100
/source4/modulationXInvert	i (boolean)	false	n	-	-
/source4/modulationXMode	enum	0	n	-	-
/source4/modulationXPhase	f	0	y	0	1
/source4/modulationXPower	f	1	y	0	10
/source4/modulationYDepth	f	1	y	0	100
/source4/modulationYEnable	i (boolean)	false	n	-	-
/source4/modulationYFrequency	f	1	y	0	100
/source4/modulationYInvert	i (boolean)	false	n	-	-
/source4/modulationYMode	enum	0	n	-	-
/source4/modulationYPhase	f	0	y	0	1
/source4/modulationYPower	f	1	y	0	10
/source4/modulationZDepth	f	1	y	0	100
/source4/modulationZEnable	i (boolean)	false	n	-	-
/source4/modulationZFrequency	f	1	y	0	100
/source4/modulationZInvert	i (boolean)	false	n	-	-
/source4/modulationZMode	enum	0	n	-	-
/source4/modulationZPhase	f	0	y	0	1
/source4/modulationZPower	f	1	y	0	10
/source4/particleDimensions	f f f	1	y	0	20
/source4/particleInputGainScaling	f	0.5	y	0.5	1
/source4/particleScale	f	0	y	0	10
/source4/particleVisualization/visible	i (boolean)	true	n	-	-
/source4/path/dimensions	f f f	1	n	-	-
/source4/path/phase	f	0	y	0	1
/source4/path/rotation	f f f	0	y	-360	360
/source4/path/scale	f	1	y	0	10
/source4/path/type	enum	0	n	-	-
/source4/pathEnable	i (boolean)	false	n	-	-
/source4/pathVisualization/visible	i (boolean)	true	n	-	-
/source4/plasma/deviation	f	1	y	0	10
/source4/plasma/duration	f	1000	y	0	10000
/source4/plasma/field	f f f	10	n	-	-
/source4/plasma/reset	i (boolean)	false	n	-	-
/source4/plasma/scale	f	1	y	0	10
/source4/plasma/steps	i	7	y	1	100
/source4/plasma/trigger	i (boolean)	false	n	-	-
/source4/plasmaEnable	i (boolean)	true	n	-	-
/source4/position	f f f	0	n	-	-
/source4/positionRotation	f f f	0	y	-360	360
/source4/receive1	f	0	y	0	2
/source4/receive2	f	0	y	0	2
/source4/resonance/filter1/bandwidth	f	1	y	0	10000
/source4/resonance/filter1/centerFrequency	f	100	y	0	10000
/source4/resonance/filter1/level	f	1	y	0	2
/source4/resonance/filter2/bandwidth	f	2	y	0	10000
/source4/resonance/filter2/centerFrequency	f	200	y	0	10000
/source4/resonance/filter2/level	f	1	y	0	2
/source4/resonance/filter3/bandwidth	f	3	y	0	10000
/source4/resonance/filter3/centerFrequency	f	300	y	0	10000
/source4/resonance/filter3/level	f	1	y	0	2
/source4/resonance/filter4/bandwidth	f	4	y	0	10000
/source4/resonance/filter4/centerFrequency	f	400	y	0	10000
/source4/resonance/filter4/level	f	1	y	0	2
/source4/resonance/filter5/bandwidth	f	5	y	0	10000
/source4/resonance/filter5/centerFrequency	f	500	y	0	10000
/source4/resonance/filter5/level	f	1	y	0	2
/source4/resonance/filter6/bandwidth	f	6	y	0	10000
/source4/resonance/filter6/centerFrequency	f	600	y	0	10000
/source4/resonance/filter6/level	f	1	y	0	2
/source4/resonance/filter7/bandwidth	f	7	y	0	10000
/source4/resonance/filter7/centerFrequency	f	700	y	0	10000
/source4/resonance/filter7/level	f	1	y	0	2
/source4/resonance/filter8/bandwidth	f	8	y	0	10000
/source4/resonance/filter8/centerFrequency	f	800	y	0	10000
/source4/resonance/filter8/level	f	1	y	0	2
/source4/resonanceBandwidthMultiply	f	1	y	0	100
/source4/resonanceDry	f	0	y	0	1
/source4/resonanceEnable	i (boolean)	false	n	-	-
/source4/resonanceFrequencyDeviation	f	0	y	0	100
/source4/resonanceFrequencyDeviationPattern	i (boolean)	false	n	-	-
/source4/resonanceFrequencyMultiply	f	1	y	0	20
/source4/resonanceFrequencyShift	f	1	y	-10000	10000
/source4/resonanceGainBoost	f	1	y	1	4
/source4/resonanceMode	enum	0	n	-	-
/source4/resonancePartialCount	i	8	y	1	8
/source4/resonanceShapeScaleEnable	i (boolean)	false	n	-	-
/source4/resonanceWet	f	1	y	0	1
/source4/reverbDamping	f	0.5	y	0	1
/source4/reverbDrywet	f	1	y	0	1
/source4/reverbEnable	i (boolean)	false	n	-	-
/source4/reverbFb1	f	0.9	y	0	1
/source4/reverbFb2	f	0.7	y	0	1
/source4/reverbMode	enum	0	n	-	-
/source4/reverbSpread	f	0.2	y	0	1
/source4/rotationAngleAxis	f f f f	0	n	-	-
/source4/rotationMode	enum	0	n	-	-
/source4/shake/duration	f	1000	y	0	10000
/source4/shake/field	f f f	10	n	-	-
/source4/shake/reset	i (boolean)	false	n	-	-
/source4/shake/scale	f	1	y	0	10
/source4/shake/trigger	i (boolean)	false	n	-	-
/source4/shakeEnable	i (boolean)	true	n	-	-
/source4/shape/dimensions	f f f	1	n	-	-
/source4/shape/fillMode	enum	0	n	-	-
/source4/shape/hollow	i (boolean)	false	n	-	-
/source4/shape/latticeSpacing	f	1	y	0.05	10
/source4/shape/resolution	i	1	y	1	10
/source4/shape/scale	f	1	y	0	10
/source4/shape/speed	f	1	y	-10	10
/source4/shape/type	enum	0	n	-	-
/source4/shapeVisualization/visible	i (boolean)	true	n	-	-
/source4/shapes/archimedeanSpiral/a	f	0.2	y	0	1
/source4/shapes/archimedeanSpiral/b	f	0	y	0	1
/source4/shapes/circleTorus/a	f	1	y	0	2
/source4/shapes/helix/a	f	1	y	0	1
/source4/shapes/helix/b	f	0.1	y	0	1
/source4/shapes/helix/c	f	0.9	y	0	1
/source4/shapes/pythonTest/happy	f	1	y	-1	1
/source4/shapes/spiralTorus/a	f	1	y	0	10
/source4/shapes/spiralTorus/b	f	1	y	0	10
/source4/shapes/spiralTorus/c	f	1	y	0	10
/source4/shapes/tripleSpiral/a	f	0.2	y	0	1
/source4/shapes/tripleSpiral/b	f	0	y	0	1
/source4/spasm/duration	f	1000	y	0	10000
/source4/spasm/field	f f f	10	n	-	-
/source4/spasm/reset	i (boolean)	false	n	-	-
/source4/spasm/scale	f	1	y	0	10
/source4/spasm/steps	i	7	y	1	100
/source4/spasm/trigger	i (boolean)	false	n	-	-
/source4/spasmEnable	i (boolean)	true	n	-	-
/source4/spatialdelayDrywet	f	0	y	0	1
/source4/spatialdelayEnable	i (boolean)	false	n	-	-
/source4/spatialdelayFeedback	f	0	y	0	0.99
/source4/spatialdelaySmooth	f	0.05	y	0	1
/source4/spatialdelayTimeDistanceScale	f	20	y	0	100
/source4/spatialdelayTimeDopplerScale	f	20	y	0	100
/source4/spatialdelayTimeNoiseDepth	f	0	y	0	1
/source4/spatialdelayTimeNoiseSpeed	f	1	y	0	100
/source4/spatialdelayTimePeripheralScale	f	20	y	0	100
/source4/spatialdelayTimeRandomPatternScale	f	20	y	0	100
/source4/spatialdelayTimeRandomValueTrigger	i (boolean)	false	n	-	-
/source4/transformations/global1Enable	i (boolean)	false	n	-	-
/source4/transformations/global2Enable	i (boolean)	false	n	-	-
/source4/transformations/global3Enable	i (boolean)	false	n	-	-
/source4/transformations/source1Enable	i (boolean)	false	n	-	-
/source4/transformations/source2Enable	i (boolean)	false	n	-	-
/source4/transformations/source3Enable	i (boolean)	false	n	-	-
/source4/vantagePoint	f f f	0	n	-	-
